,Общая,Жилая,Кухня,Этаж,Тип жилья,Планировка,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Балкон/лоджия,Вид из окон,Отделка,Цена,Комнат,Район,Линк,Построен,Срок сдачи,Санузел,Высота потолков,Ремонт
5589,28,15,,1,Вторичка,,,,На улицу,,2920000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/244135914/,1946,,1 совмещенный,3 м,Косметический
5590,53,,,8,Вторичка,,,1 балкон,,,6550000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245445496/,2018,,,,Дизайнерский
5591,34,16,12,6,Вторичка,,16.5 м²,,Во двор,,2686302,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245181441/,1978,,1 совмещенный,"2,6 м",Косметический
5592,40,20,9,5,Вторичка,,,,,,5200000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244730586/,,,,,
5593,67,36,12,18,Вторичка,,,,,,6550000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245907371/,,,,,
5594,36,18,9,7,Новостройка,,,1 балкон,,Нет,4100000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/226092094/,,1,1 совмещенный,,
5595,85,42,,6,Новостройка,,42.13 м²,1 балкон,,,9940176,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/233946050/,,3,2 совмещенных,"3,05 м",
5596,45,21,13,1,Вторичка,,,1 лоджия,,,5450000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245238678/,2008,,,0 м,
5597,80,35,30,5,Вторичка,Изолированная,13-11-11 м²,,Во двор,,14400000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244487484/,,,2 совмещенных,,Дизайнерский
5598,31,,,10,Новостройка,,,1 балкон,,,3990000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245301264/,,,,,
5599,92,,,17,Вторичка,,,1 балкон,,,8600000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/232428202/,2019,,,,
5600,104,62,15,9,Вторичка,,,1 балкон,,,8600000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/241917080/,2010,,1 раздельный,,Евроремонт
5601,32,19,5,2,Новостройка,,19.4 м²,1 лоджия,Во двор,Нет,3900000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240654282/,,,1 совмещенный,"2,7 м",
5602,45,,,8,Новостройка,,,,,,5487300,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244607588/,,3,,,
5603,55,43,6,1,Вторичка,Изолированная,,,,,3650000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/226569889/,1961,,1 совмещенный,,Косметический
5604,13,,,3,Вторичка,,,,,,1380000,"Студия,",р-н Кировский,https://kazan.cian.ru/sale/flat/245938560/,1968,,,,Косметический
5605,40,20,10,5,Вторичка,,,1 лоджия,,,4300000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242605044/,,,1 совмещенный,3 м,
5606,55,28,12,18,Новостройка,Изолированная,15-13 м²,1 балкон,Во двор,Нет,5356000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/229849371/,,,1 совмещенный,,
5607,35,17,7,5,Новостройка,,"17,6 м²",1 лоджия,Во двор,Нет,3921600,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245984542/,,3,1 совмещенный,,
5608,18,,,9,Вторичка,,,,Во двор,,1670000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/241784291/,1990,,1 совмещенный,"2,5 м",Евроремонт
5609,241,,,5,Вторичка Апартаменты,,,,Во двор,,53130000,5-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/156748503/,2012,,,3 м,Без ремонта
5610,38,19,9,5,Вторичка,,19 м²,1 балкон,Во двор,,3850000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245770528/,2005,,1 совмещенный,"2,5 м",Косметический
5611,78,39,18,8,Новостройка,,39.12 м²,,,,7078000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245109523/,,2,,,
5612,80,46,14,4,Новостройка,,"18,62+16,14+11,92 м²",,На улицу,,7400000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245615504/,,2,,,
5613,155,75,32,4,Вторичка,Изолированная,,"1 балкон, 1 лоджия",На улицу и двор,,13800000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/233670531/,1997,,"1 совмещенный, 1 раздельный",,Косметический
5614,38,23,7,6,Новостройка,Изолированная,11-12 м²,,,,3450000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/238279507/,,,1 совмещенный,"2,7 м",
5615,69,,,12,Вторичка,,,1 балкон,,,6400000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/243258243/,2015,,,,
5616,88,,,6,Вторичка,Изолированная,,"1 балкон, 1 лоджия",На улицу и двор,,6350000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/226298164/,1997,,1 раздельный,"2,65 м",Евроремонт
5617,45,22,8,7,Вторичка,Изолированная,,1 лоджия,Во двор,,4690000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/242082063/,2020,,1 раздельный,"2,75 м",Без ремонта
5618,240,4,,10,Вторичка,,4 м²,"1 балкон, 1 лоджия",,,20500000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/239686708/,,,3 раздельных,,Дизайнерский
5619,32,19,6,3,Вторичка,,,1 балкон,,,3400000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/243609038/,1969,,,"2,7 м",Косметический
5620,103,24,29,3,Новостройка Апартаменты,,24.54 м²,,,,15320000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/240431096/,,3,1 совмещенный,"2,7 м",
5621,90,64,8,1,Вторичка,,,,На улицу и двор,,4800000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/229015388/,1959,,1 раздельный,3 м,Без ремонта
5622,32,17,8,2,Вторичка,,,"1 балкон, 1 лоджия",,,3500000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245552112/,,,,,
5623,60,42,6,1,Вторичка,,"10,3+18,4+14,2 м²",,Во двор,,3490000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241846228/,1962,,1 совмещенный,,Косметический
5624,65,36,10,5,Вторичка,Изолированная,,1 балкон,Во двор,,6100000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/242090042/,1957,,1 совмещенный,"2,5 м",Косметический
5625,110,70,30,7,Вторичка,,,1 балкон,,,14999999,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243168932/,2008,,,"2,5 м",Дизайнерский
5626,62,,,7,Вторичка,Изолированная,,"1 балкон, 1 лоджия",Во двор,,4600000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245936576/,1989,,1 раздельный,"2,75 м",Без ремонта
5627,87,48,14,1,Вторичка,Изолированная,16-16-17 м²,2 лоджии,На улицу и двор,,6300000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/221924053/,2015,,2 раздельных,"2,5 м",Косметический
5628,71,,10,5,Вторичка,,,1 балкон,,,7850000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/242741769/,2008,,,,Косметический
5629,53,,,3,Новостройка,,,,,,5607470,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241383628/,,3,,,
5630,44,28,5,1,Вторичка,Смежная,"18,3+10,2 м²",,Во двор,,2550000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/241120907/,1962,,1 совмещенный,"2,48 м",Без ремонта
5631,14,,,4,Вторичка,,,,,,1380000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244665940/,1985,,,"2,51 м",Косметический
5632,36,16,9,5,Вторичка,,,1 балкон,,,5270000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245344549/,2017,,,,
5633,84,46,14,15,Новостройка,,"24,69+21,27 м²",1 балкон,На улицу,Черновая,9508000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/246040872/,,4,2 раздельных,,
5634,32,,,4,Вторичка,,,,,,2100000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/239299090/,1961,,,"2,6 м",
5635,52,24,13,4,Новостройка,Изолированная,13.8-10.6 м²,1 балкон,,,5433120,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245598458/,,,1 совмещенный,,
5636,19,15,,1,Вторичка,,15.00 м²,,Во двор,,1899999,"Студия,",р-н Ново,https://kazan.cian.ru/sale/flat/238694779/,2002,,1 совмещенный,"2,6 м",Евроремонт
5637,27,11,7,11,Вторичка,,"11,5+7,2+4 м²",1 лоджия,На улицу,,3250000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/244971440/,2019,,1 совмещенный,"2,85 м",Косметический
5638,45,26,5,4,Вторичка,Изолированная,14.4-12.2 м²,1 балкон,На улицу и двор,,3499000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244803037/,1971,,1 раздельный,"2,7 м",Без ремонта
5639,53,24,13,1,Новостройка,,8.8-15.4 м²,,,,4796500,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/226355430/,,3,1 раздельный,,
5640,42,31,5,2,Вторичка,Смежная,17+14 м²,,Во двор,,3100000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/233998844/,1961,,1 совмещенный,"2,8 м",Косметический
5641,54,,,2,Вторичка,,,1 балкон,,,4500000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/246086942/,1981,,,,Косметический
5642,105,52,12,5,Вторичка,,15.5+15+22 м²,"1 балкон, 1 лоджия",На улицу и двор,,9300000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245827735/,2016,,"1 совмещенный, 1 раздельный",3 м,Евроремонт
5643,17,,,3,Вторичка,,,,Во двор,,1650000,"Студия,",р-н Приволжский,https://kazan.cian.ru/sale/flat/245516952/,1978,,1 совмещенный,"2,5 м",Косметический
5644,54,30,8,13,Новостройка,Изолированная,,1 балкон,Во двор,Нет,6250000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243427151/,,,1 раздельный,,
5645,34,,,1,Вторичка,,,1 балкон,,,3410000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/244424929/,1975,,,,
5646,34,18,7,9,Вторичка,,"18,5 м²",1 лоджия,Во двор,,3500000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245889811/,1987,,1 совмещенный,,Евроремонт
5647,60,20,25,5,Новостройка,,9.7-11.0 м²,1 балкон,,,5947800,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/241690123/,,3,1 раздельный,,
5648,75,,,12,Вторичка,,,1 балкон,,,8240000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245445559/,2015,,,,Без ремонта
5649,24,19,3,1,Вторичка,Смежная,,,На улицу и двор,,1469999,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/244482267/,1966,,1 совмещенный,"2,48 м",Косметический
5650,30,,,3,Новостройка,,,1 балкон,,,3975000,"Студия,",р-н Советский,https://kazan.cian.ru/sale/flat/245591179/,,4,1 совмещенный,,
5651,25,18,5,1,Вторичка,,12+6 м²,,Во двор,,1300000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/158119921/,1972,,1 раздельный,"2,48 м",Косметический
5652,50,30,10,18,Вторичка,,,,,,4850000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245057042/,,,,,
5653,121,72,16,9,Вторичка,Изолированная,24-18-16-14 м²,2 лоджии,На улицу и двор,,22000000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245737256/,2011,,2 раздельных,"2,75 м",Дизайнерский
5654,28,,,3,Вторичка,,,1 балкон,,,3895000,"Студия,",р-н Вахитовский,https://kazan.cian.ru/sale/flat/244559904/,1937,,,,
5655,51,20,17,4,Новостройка,,37 м²,1 балкон,Во двор,Черновая,5900000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/242760096/,,2,1 совмещенный,,
5656,66,,,7,Вторичка,Смежная,,1 балкон,Во двор,,6550000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243790977/,2009,,1 совмещенный,"2,5 м",Евроремонт
5657,105,68,13,2,Вторичка,,,1 балкон,,,9799000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/230508971/,2004,,,,
5658,25,10,5,1,Новостройка,,10.79 м²,,,,3343000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245031811/,,2,,,
5659,60,,,4,Новостройка,Смежно-изолированная,,,,,5685000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/232967788/,,,,,
5660,52,,,9,Вторичка,,,1 балкон,,,5650000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/240906956/,1993,,,,Косметический
5661,98,55,20,2,Новостройка,,55.39 м²,1 лоджия,,Черновая,8251000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240243916/,,2,2 совмещенных,,
5662,46,30,5,3,Вторичка,Смежная,,1 балкон,Во двор,,3500000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245579050/,1963,,1 совмещенный,"2,48 м",Косметический
